transcript_id,transcript_position,probability
ENST00000001008,652,0.0026111978
ENST00000001008,725,0.0008602967
ENST00000001008,737,0.0031397915
ENST00000001008,776,0.4669463
ENST00000001008,831,0.0026831105
ENST00000001008,990,0.00041159397
ENST00000001008,1179,0.000102313425
ENST00000001008,1214,0.00029345174
ENST00000001008,1227,0.021520114
ENST00000001008,1232,0.12833183
ENST00000001008,1289,0.19492213
ENST00000001008,1296,0.15065815
ENST00000001008,1357,0.0033585776
ENST00000001008,1454,3.9009913e-07
ENST00000001008,1484,0.069024295
ENST00000001008,1496,0.021142278
ENST00000001008,1555,0.0010923829
ENST00000001008,1642,0.0083650015
ENST00000001008,1666,0.00014488462
ENST00000001008,1793,0.0001434541
ENST00000001008,1905,0.78722256
ENST00000001008,1924,0.025614176
ENST00000001008,2002,0.012124703
ENST00000001008,2013,1.1064429e-05
ENST00000001008,2095,0.00015314536
ENST00000001008,2242,8.163321e-05
ENST00000007264,108,0.08498166
ENST00000007264,298,0.0015558138
ENST00000007264,370,5.4709715e-05
ENST00000007264,420,0.0004793274
ENST00000007264,471,2.1411799e-10
ENST00000007264,496,0.008578269
ENST00000007264,553,0.0020068819
ENST00000007264,590,0.010433496
ENST00000007264,708,0.08152076
ENST00000007264,736,0.008962406
ENST00000007264,787,0.75192934
ENST00000007264,817,0.0053644357
ENST00000007264,877,0.52460134
ENST00000007264,916,0.41939446
ENST00000007264,1061,0.0025848364
ENST00000007264,1066,0.9811265
ENST00000007264,1116,0.9996473
ENST00000007264,1293,0.98678374
ENST00000007264,1341,2.9667183e-06
ENST00000007264,1366,0.002715419
ENST00000007264,1413,0.99955565
ENST00000007264,1564,3.4073266e-05
ENST00000007264,1640,0.0063510826
ENST00000007264,1923,0.8142636
ENST00000007264,2015,0.9974654
ENST00000007390,435,0.28408983
ENST00000007390,439,0.0088792285
ENST00000007390,500,8.563952e-08
ENST00000007390,570,0.3969351
ENST00000007390,589,0.046898812
ENST00000007390,642,0.008517764
ENST00000007390,693,0.030347815
ENST00000007390,699,0.047988877
ENST00000007390,714,0.061638318
ENST00000007390,846,0.00016274433
ENST00000007390,885,0.024079984
ENST00000007390,894,0.0030766872
ENST00000007390,912,0.0193826
ENST00000007390,1041,0.99556434
ENST00000007390,1055,0.00063446036
ENST00000007390,1096,0.99647236
ENST00000007390,1105,0.987793
ENST00000007390,1151,0.9197604
ENST00000009589,62,0.008148291
ENST00000009589,90,0.006554235
ENST00000009589,147,0.0022623774
ENST00000009589,195,5.262555e-07
ENST00000009589,235,0.070735104
ENST00000009589,278,0.012323883
ENST00000009589,300,0.28057474
ENST00000009589,324,0.048791304
ENST00000009589,391,0.016625306
ENST00000009589,507,0.00019269105
ENST00000022615,7,4.779535e-06
ENST00000022615,75,1.9625845e-09
ENST00000022615,93,5.8872873e-05
ENST00000022615,156,2.8177436e-07
ENST00000022615,164,1.3914472e-09
ENST00000022615,245,9.078432e-06
ENST00000022615,264,2.1153377e-05
ENST00000022615,271,0.0064049624
ENST00000022615,294,0.009395689
ENST00000022615,300,0.00082712335
ENST00000022615,314,2.4266666e-07
ENST00000022615,355,0.010677199
ENST00000022615,359,0.015903547
ENST00000022615,384,0.0728429
ENST00000022615,472,0.0657955
ENST00000022615,540,0.007549302
ENST00000022615,556,0.00013515892
ENST00000022615,597,0.15533394
ENST00000022615,677,0.0011868225
ENST00000022615,687,0.0036637257
ENST00000022615,698,0.00024739202
ENST00000022615,711,2.3719136e-07
ENST00000022615,758,0.008518642
ENST00000022615,799,0.10173116
ENST00000022615,815,0.04523816
ENST00000022615,839,0.57263285
ENST00000022615,867,0.82206947
ENST00000022615,907,0.07377082
ENST00000022615,970,0.03243635
ENST00000022615,1021,0.8673992
ENST00000022615,1213,0.002408355
ENST00000022615,1264,0.019804986
ENST00000022615,1333,7.37976e-05
ENST00000023939,99,0.030870577
ENST00000023939,131,0.0027732092
ENST00000023939,151,0.00010076531
ENST00000023939,306,4.3440126e-05
ENST00000023939,358,0.00020616676
ENST00000023939,367,0.01049526
ENST00000023939,375,7.9189226e-07
ENST00000023939,405,0.02931166
ENST00000023939,467,0.00048014044
ENST00000023939,516,1.514107e-05
ENST00000023939,528,0.0034399834
ENST00000023939,540,0.011941548
ENST00000023939,752,0.00018041601
ENST00000023939,797,8.015097e-05
ENST00000023939,805,1.05053505e-05
ENST00000023939,832,2.2423153e-06
ENST00000023939,875,0.026292471
ENST00000023939,920,1.0944373e-05
ENST00000023939,1014,0.047398865
ENST00000023939,1306,0.23943625
ENST00000023939,1420,2.7797567e-08
ENST00000023939,1427,0.88468534
ENST00000023939,1470,0.0034334671
ENST00000023939,1523,0.0050572623
ENST00000009041,186,4.8218612e-06
ENST00000009041,244,1.1763116e-08
ENST00000009041,261,8.9412634e-07
ENST00000009041,276,0.0013408433
ENST00000009041,416,0.9948888
ENST00000009041,441,0.00034793542
ENST00000009041,455,1.4692891e-08
ENST00000009041,501,0.00049210805
ENST00000009041,531,1.076295e-05
ENST00000009041,613,0.04393507
ENST00000009041,641,0.00049426913
ENST00000009041,653,0.001143819
ENST00000009041,807,8.6431456e-08
ENST00000009041,811,2.7589883e-07
ENST00000009041,928,9.352172e-08
ENST00000009041,933,0.008800638
ENST00000009041,943,0.00041063223
ENST00000009041,955,0.015158409
ENST00000009041,987,1.4426492e-06
ENST00000009041,1086,0.008267694
ENST00000009041,1206,0.1374705
ENST00000009041,1224,5.2286555e-06
ENST00000009041,1268,0.51287574
ENST00000009041,1286,7.660831e-13
ENST00000009041,1381,8.359886e-09
ENST00000009041,1407,0.0012265986
ENST00000009041,1458,0.08144891
ENST00000009041,1573,0.0022721372
ENST00000009041,1667,2.667744e-12
ENST00000005340,609,0.004228388
ENST00000005340,655,0.1146613
ENST00000005340,671,0.0026873285
ENST00000005340,733,0.001259804
ENST00000005340,739,0.0038407464
ENST00000005340,817,0.00012221608
ENST00000005340,880,4.4404544e-05
ENST00000005340,911,0.36820844
ENST00000005340,1094,0.0027615565
ENST00000005340,1226,0.13318025
ENST00000005340,1247,0.0048349844
ENST00000005340,1253,0.0076620122
ENST00000005340,1262,0.082940966
ENST00000005340,1298,0.0058186464
ENST00000005340,1330,0.03333014
ENST00000005340,1406,0.00032887384
ENST00000005340,1441,0.0039122347
ENST00000005340,1547,0.76974815
ENST00000005340,1561,0.0004680005
ENST00000005340,1590,0.043431915
ENST00000005340,1604,0.015869763
ENST00000005340,1661,0.0008360549
ENST00000005340,1802,0.0010835443
ENST00000005340,1850,0.00046154033
ENST00000005340,1877,1.5556179e-06
ENST00000005340,2200,0.00025292407
ENST00000005340,2286,0.0022324955
ENST00000005340,2399,0.03426173
ENST00000005340,2421,0.0010145067
ENST00000005340,2425,0.02415973
ENST00000005340,2536,0.006888013
ENST00000005340,2626,0.033047676
ENST00000005340,2672,8.622943e-06
ENST00000005340,2679,0.023225142
ENST00000005340,2754,0.037696477
ENST00000005340,2815,2.8223427e-11
ENST00000005340,2828,0.00032720226
ENST00000005340,2909,0.0057499413
ENST00000005340,2988,5.82285e-14
ENST00000029410,299,0.00049783714
ENST00000029410,312,0.68633676
ENST00000029410,604,0.0017357747
ENST00000029410,631,0.8538104
ENST00000029410,702,1.6344284e-05
ENST00000029410,870,3.3961492e-06
ENST00000029410,889,0.0006411322
ENST00000029410,910,0.00053103775
ENST00000029410,935,0.00060380466
ENST00000029410,955,0.0025306733
ENST00000029410,973,0.005118836
ENST00000029410,1054,0.98333025
ENST00000029410,1060,8.894974e-06
ENST00000029410,1065,0.0011073523
ENST00000029410,1104,0.99871415
ENST00000029410,1180,0.0011860863
ENST00000029410,1201,0.053891182
ENST00000029410,1207,0.003751653
ENST00000029410,1266,0.9999748
ENST00000029410,1339,0.011084959
ENST00000029410,1371,0.08466454
ENST00000029410,1415,0.014651844
ENST00000029410,1420,0.18546183
ENST00000029410,1476,0.013748961
ENST00000029410,1535,0.9099478
ENST00000029410,1544,0.0011934516
ENST00000029410,1572,0.00065598544
ENST00000053867,230,0.014230377
ENST00000053867,253,0.0004236228
ENST00000053867,262,0.044327267
ENST00000053867,286,3.5990886e-06
ENST00000053867,353,0.047376525
ENST00000053867,395,0.036831513
ENST00000053867,493,0.026369492
ENST00000053867,608,0.0016507925
ENST00000053867,659,0.6024451
ENST00000053867,734,2.3392615e-05
ENST00000053867,841,0.017189335
ENST00000053867,845,0.0015276109
ENST00000053867,1004,0.00491567
ENST00000053867,1016,0.12603019
ENST00000053867,1061,0.18448149
ENST00000053867,1109,0.057929356
ENST00000053867,1205,0.009729109
ENST00000053867,1241,0.0001360724
ENST00000053867,1263,0.094887376
ENST00000053867,1322,0.00075210683
ENST00000053867,1451,0.0009796456
ENST00000053867,1530,0.12393183
ENST00000053867,1577,0.0031052243
ENST00000053867,1589,0.004476756
ENST00000053867,1618,0.0034654567
ENST00000053867,1827,0.03128897
ENST00000053867,1844,0.00029974894
ENST00000053867,1849,0.008068321
ENST00000053867,1862,0.00012656035
ENST00000053867,2012,0.14415194
ENST00000053867,2025,0.0034092874
ENST00000053867,2041,0.7029435
ENST00000053867,2053,0.003879664
ENST00000053867,2070,0.2793587
ENST00000053867,2121,1.0534884e-07
ENST00000053867,2137,0.07753806
ENST00000053867,2258,0.16717678
ENST00000037243,158,0.0017431985
ENST00000037243,171,0.0039855186
ENST00000037243,263,1.3096847e-05
ENST00000037243,269,0.0031980558
ENST00000037243,382,0.019903049
ENST00000037243,403,3.390006e-05
ENST00000037243,411,0.09899936
ENST00000037243,473,0.088157184
ENST00000037243,518,5.60878e-05
ENST00000037243,569,0.00037241096
ENST00000037243,583,0.0035251633
ENST00000037243,602,0.00020356844
ENST00000037243,646,0.008672337
ENST00000037243,724,0.00027345377
ENST00000037243,886,0.39510766
ENST00000037243,928,0.03281095
ENST00000037243,956,0.0023353614
ENST00000037243,976,1.6721042e-05
ENST00000011619,2414,1.7152365e-07
ENST00000011619,2448,5.176319e-08
ENST00000011619,2521,8.714221e-09
ENST00000011619,2593,0.0085371
ENST00000011619,2686,1.0329694e-09
ENST00000011619,2703,3.897785e-06
ENST00000011619,2846,3.75391e-11
ENST00000011619,2878,4.4053774e-08
ENST00000011619,2901,0.026931616
ENST00000011619,2914,2.4645464e-08
ENST00000011619,2928,1.4044605e-07
ENST00000011619,2958,0.0002462014
ENST00000014930,178,0.7400585
ENST00000014930,232,6.897119e-05
ENST00000014930,393,0.0003566157
ENST00000014930,475,0.06682564
ENST00000014930,508,0.011314528
ENST00000014930,649,0.00012948345
ENST00000014930,673,0.00016978076
ENST00000014930,723,8.1250335e-05
ENST00000014930,748,0.9662229
ENST00000014930,798,0.9749309
ENST00000014930,835,3.6280384e-12
ENST00000037869,149,0.18102275
ENST00000037869,203,0.02422574
ENST00000037869,308,0.2829739
ENST00000037869,401,0.8134098
ENST00000037869,412,0.0022337588
ENST00000037869,428,0.00012423213
ENST00000037869,454,5.2745905e-05
ENST00000037869,784,2.0747427e-06
ENST00000037869,811,0.294041
ENST00000037869,835,1.554716e-05
ENST00000037869,944,0.00023776991
ENST00000037869,965,0.00048542762
ENST00000037869,1056,0.3840153
ENST00000037869,1068,3.9155406e-05
ENST00000037869,1084,0.8504115
ENST00000037869,1180,0.6603344
ENST00000037869,1191,8.603389e-07
ENST00000037869,1206,0.00032505195
ENST00000037869,1262,2.7606964e-13
ENST00000037869,1270,0.0005884074
ENST00000037869,1275,0.049349383
ENST00000037869,1289,1.1896047e-05
ENST00000037869,1350,0.044988237
ENST00000037869,1416,2.2294675e-09
ENST00000037869,1432,0.0036137705
ENST00000037869,1485,2.134426e-07
ENST00000037869,1501,7.1195427e-07
ENST00000037869,1505,8.2470694e-07
ENST00000037869,1565,0.005543273
ENST00000037869,1587,0.023737416
ENST00000037869,1774,0.0014858248
ENST00000012443,127,0.012137509
ENST00000012443,156,0.0067155613
ENST00000012443,199,1.1366163e-07
ENST00000012443,212,1.9157608e-06
ENST00000012443,230,0.00074109336
ENST00000012443,275,0.0006788287
ENST00000012443,377,0.0012462705
ENST00000012443,455,5.397669e-05
ENST00000012443,488,8.314953e-05
ENST00000012443,590,0.007691472
ENST00000012443,599,0.00041156608
ENST00000012443,613,0.00010062377
ENST00000012443,636,0.00037502742
ENST00000012443,661,0.0019147852
ENST00000012443,701,0.003060085
ENST00000012443,711,0.0002113285
ENST00000012443,787,0.0035817113
ENST00000012443,802,2.5295789e-05
ENST00000012443,827,0.20944178
ENST00000012443,848,0.0031208363
ENST00000012443,889,0.00076681847
ENST00000012443,914,0.2071495
ENST00000012443,923,0.0011679367
ENST00000012443,1018,2.43669e-06
ENST00000012443,1022,0.00014819244
ENST00000012443,1031,0.0014943712
ENST00000012443,1196,0.004273385
ENST00000012443,1250,0.0026638932
ENST00000012443,1355,9.169047e-08
ENST00000012443,1364,0.011110173
ENST00000012443,1472,5.4931475e-05
ENST00000012443,1505,0.050964225
ENST00000012443,1652,0.5809099
ENST00000012443,1704,0.011473598
ENST00000012443,1802,0.02779239
ENST00000012443,1961,0.00048398194
ENST00000044462,97,5.468791e-05
ENST00000044462,129,0.0035984635
ENST00000044462,148,0.00058706634
ENST00000044462,166,0.00013356282
ENST00000044462,174,0.017935134
ENST00000044462,236,3.0272324e-07
ENST00000044462,350,0.0166312
ENST00000044462,361,0.04421656
ENST00000044462,387,0.006707354
ENST00000044462,408,0.01298295
ENST00000044462,416,0.028818157
ENST00000044462,503,0.00018994241
ENST00000044462,601,0.003946855
ENST00000044462,677,0.00051977363
ENST00000044462,682,0.00011904674
ENST00000044462,702,0.0014823194
ENST00000044462,747,0.11223832
ENST00000044462,764,2.3005852e-05
ENST00000044462,798,1.1061011e-06
ENST00000044462,816,0.00048813596
ENST00000044462,836,0.000701168
ENST00000044462,866,0.012146443
ENST00000044462,914,0.00034546442
ENST00000044462,1024,0.2964141
ENST00000044462,1046,0.8254869
ENST00000054666,156,0.0008810629
ENST00000054666,166,0.00067284575
ENST00000054666,194,4.393372e-06
ENST00000054666,215,0.0097407065
ENST00000054666,233,0.0001065301
ENST00000054666,421,0.0017917064
ENST00000054666,430,0.027921805
ENST00000054666,437,3.6583355e-08
ENST00000054666,452,0.0003216315
ENST00000054666,463,0.00022969367
ENST00000054666,470,0.0003812725
ENST00000054666,477,4.126569e-05
ENST00000054666,759,0.04331882
ENST00000054666,771,0.00011165767
ENST00000054666,815,6.4065595e-08
ENST00000054666,828,0.00010268268
ENST00000054666,844,4.744784e-13
ENST00000054666,893,0.00035678438
ENST00000054666,920,0.011245159
ENST00000054666,1040,3.057552e-07
ENST00000054666,1065,0.00033209604
ENST00000054666,1077,8.27242e-05
ENST00000054666,1139,0.015672848
ENST00000054666,1169,0.0034246612
ENST00000054666,1214,5.7665562e-05
ENST00000054666,1260,0.004597873
ENST00000054666,1321,2.2791716e-12
ENST00000054666,1327,0.3092106
ENST00000054666,1378,0.84757346
ENST00000054666,1433,7.696181e-07
ENST00000054666,1444,0.5258401
ENST00000054666,1478,0.00078066724
ENST00000054666,1484,0.0002873454
ENST00000054666,1609,0.047578603
ENST00000054666,1670,0.015793253
ENST00000054666,1687,0.026019169
ENST00000054666,1707,0.0006863925
ENST00000054666,1759,1.679115e-07
ENST00000054666,1787,3.0764062e-07
ENST00000054666,1793,0.003952416
ENST00000054666,1835,0.008253312
ENST00000054666,1858,0.04368311
ENST00000054666,1892,0.3948662
ENST00000054666,1927,9.25535e-09
ENST00000054666,2008,0.03523932
ENST00000054666,2049,0.24440579
ENST00000054666,2057,1.0374132e-05
ENST00000054666,2091,0.02681205
ENST00000054666,2100,8.589861e-09
ENST00000054666,2120,1.0872901e-08
ENST00000054666,2161,0.017158728
ENST00000054650,841,0.9947362
ENST00000054650,1123,4.664167e-06
ENST00000055077,110,0.00439962
ENST00000055077,116,0.0132291885
ENST00000055077,165,0.00055128935
ENST00000055077,224,0.00014790248
ENST00000055077,298,0.15070076
ENST00000055077,307,0.06037093
ENST00000055077,372,0.041073374
ENST00000055077,389,0.0031467346
ENST00000055077,491,0.14513204
ENST00000055077,499,0.01573705
ENST00000055077,529,0.0010049348
ENST00000055077,550,1.8259938e-09
ENST00000055077,640,0.04067302
ENST00000055077,743,0.00036157854
ENST00000055077,761,0.00018798356
ENST00000055077,800,6.2017804e-08
ENST00000055077,973,0.00012218788
ENST00000055077,999,1.9083986e-05
ENST00000055077,1055,0.017204357
ENST00000055077,1102,0.00035279262
ENST00000055077,1133,0.9467666
ENST00000055077,1142,0.053413384
ENST00000055077,1146,0.27078718
ENST00000055077,1228,0.0031883433
ENST00000055077,1240,0.0064595533
ENST00000055077,1335,6.749673e-07
ENST00000055077,1358,1.1652527e-05
ENST00000055077,1455,0.017553786
ENST00000055077,1552,0.044774324
ENST00000054950,495,0.69680506
ENST00000054950,503,1.08682606e-07
ENST00000054950,608,4.945958e-07
ENST00000054950,681,0.0007501328
ENST00000054950,715,1.6171905e-05
ENST00000054950,828,0.0012073709
ENST00000054950,840,0.017731134
ENST00000054950,845,0.02263575
ENST00000054950,895,3.8308294e-06
ENST00000054950,923,0.00016455501
ENST00000054950,933,0.14181913
ENST00000054950,1086,0.010615708
ENST00000054950,1170,0.012418299
ENST00000054950,1176,7.401466e-07
ENST00000054950,1193,5.015783e-06
ENST00000054950,1215,0.04057906
ENST00000054950,1221,2.3179274e-07
ENST00000054950,1292,0.4997958
ENST00000054950,1489,4.4473304e-06
ENST00000054950,1499,3.0066087e-08
ENST00000054950,1546,0.04770376
ENST00000054950,1553,0.0012657281
ENST00000054950,1573,0.00011497448
ENST00000054950,1585,0.0032804343
ENST00000054950,1590,9.872281e-05
ENST00000054950,1651,0.00318375
ENST00000054950,1667,8.816793e-12
ENST00000054950,1764,0.005369929
ENST00000054950,1841,1.6406218e-05
ENST00000054950,1981,4.587187e-05
ENST00000054950,1992,0.004453561
ENST00000054950,2010,8.3695556e-07
ENST00000054950,2031,0.012994931
ENST00000054950,2241,0.004948728
ENST00000054950,2270,0.039556473
ENST00000072869,249,0.70708
ENST00000072869,441,0.21161127
ENST00000072869,595,0.0006731613
ENST00000072869,618,0.007984398
ENST00000072869,755,0.8762738
ENST00000072869,782,0.22019498
ENST00000072869,789,0.11977943
ENST00000072869,853,0.99776965
ENST00000072869,857,0.0030689922
ENST00000072869,870,0.9869298
ENST00000072869,963,0.0038926315
ENST00000072869,983,0.010618573
ENST00000072869,1022,0.2868937
ENST00000072869,1148,0.0003605586
ENST00000072869,1262,6.78892e-05
ENST00000072869,1290,0.007802666
ENST00000072869,1433,0.3191476
ENST00000072869,1496,0.0026542018
ENST00000072869,1511,0.04773752
ENST00000072869,1526,0.014571059
ENST00000072869,1589,0.011060774
ENST00000072869,1598,0.00065973407
ENST00000072869,1688,0.034767177
ENST00000072869,1807,4.0666746e-09
ENST00000072869,1828,8.356643e-07
ENST00000072869,1844,0.017053612
ENST00000072869,1909,0.004128036
ENST00000072869,1991,0.004831338
ENST00000072869,1998,0.0048193214
ENST00000072869,2003,0.37099138
ENST00000072869,2149,0.8073004
ENST00000072869,2167,8.225303e-09
ENST00000072869,2306,0.0041811243
ENST00000084795,26,1.9265948e-07
ENST00000084795,32,0.20514683
ENST00000084795,118,0.01725111
ENST00000084795,233,0.00062417606
ENST00000084795,256,0.015492008
ENST00000084795,262,0.07948669
ENST00000084795,294,0.0022505512
ENST00000084795,319,3.5690577e-05
ENST00000084795,389,0.51478016
ENST00000084795,475,0.0076436168
ENST00000084795,495,0.005394209
ENST00000084795,566,4.314786e-05
ENST00000084795,570,3.31797e-07
ENST00000081029,122,0.0016788722
ENST00000081029,191,0.022324733
ENST00000081029,239,0.0021436552
ENST00000081029,258,0.0025303785
ENST00000081029,264,0.00083026016
ENST00000081029,301,0.0031318392
ENST00000081029,382,2.1638114e-05
ENST00000081029,413,0.013273644
ENST00000081029,483,0.0054067587
ENST00000081029,525,0.00021320178
ENST00000081029,550,0.01906395
ENST00000081029,564,0.00063620793
ENST00000081029,646,0.0070347576
ENST00000081029,671,0.0047269715
ENST00000081029,749,1.1749079e-08
ENST00000081029,800,0.43701985
ENST00000081029,810,2.277846e-05
ENST00000081029,1037,0.026323363
ENST00000081029,1424,6.7054816e-06
ENST00000081029,1437,0.0006808048
ENST00000081029,1538,4.711719e-11
ENST00000081029,1747,0.011904096
ENST00000081029,1771,0.0005209883
ENST00000078429,3898,0.007879159
ENST00000078429,4050,0.027139416
ENST00000078429,4063,0.008385611
ENST00000078429,4106,0.0016019669
ENST00000085068,118,1.7504526e-06
ENST00000085068,201,0.0006246373
ENST00000085068,356,0.0019511925
ENST00000085068,383,0.018074563
ENST00000085068,423,0.027963407
ENST00000085068,534,0.021154882
ENST00000085068,546,0.4718518
ENST00000085068,555,0.0003224965
ENST00000085068,612,0.009537213
ENST00000085068,640,8.9264313e-07
ENST00000085068,730,0.0043531754
ENST00000085068,753,0.002505218
ENST00000085068,760,0.21274647
ENST00000085068,786,0.26258388
ENST00000085068,803,0.18907817
ENST00000085068,827,0.0009528203
ENST00000085068,847,0.3242887
ENST00000085068,953,0.91077685
ENST00000085068,980,0.9987723
ENST00000085068,990,0.0395595
ENST00000085068,1082,0.81243503
ENST00000085068,1090,0.37563333
ENST00000085068,1096,0.9878122
ENST00000085068,1109,0.0011378359
ENST00000156109,1080,0.0003382787
ENST00000156109,1160,0.018374205
ENST00000156109,1181,0.0012105516
ENST00000156109,1301,0.00021028733
ENST00000156109,1312,0.01846473
ENST00000156109,1337,0.0034772423
ENST00000156109,1366,0.0012069064
ENST00000156109,1380,0.097397484
ENST00000156109,1397,0.034866445
ENST00000156109,1493,0.00017991455
ENST00000156109,1505,0.17137693
ENST00000156109,1509,0.014429919
ENST00000156109,1518,0.97230035
ENST00000156109,1626,0.035919696
ENST00000156109,1632,0.6356762
ENST00000156109,1653,0.00017333246
ENST00000156109,1672,1.1039965e-05
ENST00000156109,1676,0.01287081
ENST00000156084,1739,7.0925875e-05
ENST00000156084,1754,1.5990751e-07
ENST00000156084,1782,0.00090360525
ENST00000156084,2020,2.158455e-05
ENST00000156084,2043,0.10814185
ENST00000156084,2085,0.00043883926
ENST00000156084,2124,0.05274324
ENST00000156084,2132,0.009411924
ENST00000156084,2178,0.011793115
ENST00000157812,270,3.0408044e-05
ENST00000157812,304,0.002073504
ENST00000157812,313,0.0009795984
ENST00000157812,397,0.032308668
ENST00000157812,467,0.010588383
ENST00000157812,667,0.008513734
ENST00000157812,694,0.2564782
ENST00000157812,709,0.157574
ENST00000157812,834,2.9297566e-05
ENST00000157812,1032,0.011916578
ENST00000157812,1132,2.9334221e-06
ENST00000157812,1141,0.0012430737
ENST00000157812,1180,0.07010039
ENST00000157812,1207,0.04168712
ENST00000157812,1255,0.027158458
ENST00000157812,1273,0.0035490338
ENST00000157812,1282,0.00021087924
ENST00000157812,1324,0.010912133
ENST00000157812,1366,8.489449e-12
ENST00000157812,1390,0.18243432
ENST00000157812,1410,0.00060546777
ENST00000157812,1454,0.0010252716
ENST00000157812,1527,1.1345729e-09
ENST00000156825,246,0.010349045
ENST00000156825,297,0.05596932
ENST00000156825,360,6.0109423e-06
ENST00000156825,410,0.00066067727
ENST00000156825,468,0.0070941476
ENST00000156825,545,0.7529816
ENST00000156825,552,0.9095342
ENST00000156825,580,0.0009306801
ENST00000156825,655,0.08520729
ENST00000156825,681,1.0486832e-05
ENST00000156825,734,0.00049909524
ENST00000156825,744,0.7262529
ENST00000156825,861,8.037747e-06
ENST00000156825,927,0.050043102
ENST00000156825,1022,6.9670987e-06
ENST00000156825,1054,2.476413e-05
ENST00000156825,1152,0.00021982675
ENST00000156825,1283,0.9409728
